EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,Department,JobTitle,JobLevel,ManagerID,Location,WorkArrangement,HireDate,TerminationDate,EmploymentStatus,TerminationType,TerminationReason,CurrentSalary,YearsAtCompany
EMP00029,Mia,Hernandez,Female,37,Married,Associate's Degree,Engineering,Engineering Manager,Manager,EMP00077,Remote,Remote,16-01-26,15-06-26,Terminated,Voluntary,Personal Reasons,142500,0.41
EMP00030,Ngozi,Miller,Female,31,Single,Master's Degree,Sales,Senior Account Executive,Senior,EMP01193,"San Francisco, CA",Hybrid,28-06-23,10-10-24,Terminated,Voluntary,Personal Reasons,107500,1.29
EMP00031,Yuki,Martin,Female,29,Single,Master's Degree,Sales,Account Executive,Mid-Level,EMP01716,Remote,Remote,17-11-24,,Active,,,105500,1.69
EMP00032,Amy,Lee,Female,29,Married,Master's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01396,Remote,Remote,08-11-23,19-03-24,Terminated,Voluntary,Personal Reasons,76500,0.36
EMP00033,Anjali,Souza,Female,30,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00413,"New York, NY",Onsite,08-04-26,05-05-26,Terminated,Voluntary,Career Growth,85000,0.07
EMP00034,Aaliyah,Miller,Female,21,Single,Bachelor's Degree,People,HR Coordinator,Entry-Level,EMP01276,Remote,Remote,25-09-25,,Active,,,53000,0.84
EMP00035,Lauren,Hernandez,Female,21,Single,Master's Degree,Customer Success,Support Associate,Entry-Level,EMP00526,"Austin, TX",Onsite,09-10-24,,Active,,,63000,1.8
EMP00036,James,Wright,Male,33,Single,Master's Degree,Engineering,Staff Engineer,Staff,EMP01063,Remote,Remote,02-04-23,30-12-24,Terminated,Voluntary,Work-Life Balance,214500,1.75
EMP00037,Nathan,Sharma,Male,44,Married,Master's Degree,Executive,Business Operations Director,Director,EMP01286,"San Francisco, CA",Onsite,15-09-24,,Active,,,309000,1.86
EMP00038,Ryan,Singh,Male,27,Divorced,Master's Degree,Sales,Account Executive,Mid-Level,EMP00507,"San Francisco, CA",Onsite,18-10-24,,Active,,,93000,1.77
EMP00039,Mason,Diallo,Male,33,Married,Associate's Degree,Design,Senior Product Designer,Senior,EMP01747,"San Francisco, CA",Onsite,03-12-25,,Active,,,129500,0.65
EMP00040,Hiroshi,Santos,Male,32,Married,Master's Degree,Customer Success,Senior CSM,Senior,EMP00115,"San Francisco, CA",Onsite,17-09-25,30-01-26,Terminated,Involuntary,Performance,141000,0.37
EMP00041,Luis,Sharma,Male,23,Single,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00267,"San Francisco, CA",Hybrid,04-05-26,,Active,,,85500,0.23
EMP00042,Charles,Wang,Male,27,Married,Bachelor's Degree,Sales,Sales Manager,Manager,EMP00003,Remote,Remote,04-04-25,,Active,,,142000,1.31
EMP00043,Joseph,Wright,Male,22,Single,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP00409,Remote,Remote,14-12-23,14-12-23,Terminated,Voluntary,Work-Life Balance,62500,0
EMP00044,Jason,Ramirez,Male,37,Single,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP00850,"Austin, TX",Onsite,09-12-25,,Active,,,122000,0.63
EMP00045,Victoria,Osei,Female,34,Married,Bachelor's Degree,Finance,Finance Business Partner,Staff,EMP00060,"Austin, TX",Hybrid,09-01-26,,Active,,,175500,0.55
EMP00046,Ana,Anderson,Female,27,Divorced,Bachelor's Degree,Sales,Senior Account Executive,Senior,EMP01597,Remote,Remote,25-07-25,31-03-26,Terminated,Voluntary,Return to School,153000,0.68
EMP00047,Nicole,Hall,Female,31,Single,Master's Degree,Engineering,Senior Software Engineer,Senior,EMP01667,"New York, NY",Onsite,26-01-26,,Active,,,121000,0.5
EMP00048,Jordan,Kumar,Non-binary,,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP00011,"Austin, TX",Hybrid,23-05-25,24-05-25,Terminated,Voluntary,Relocation,70500,0
EMP00049,Lucia,Anderson,Female,,Single,Master's Degree,Finance,Financial Analyst II,Mid-Level,EMP00777,"New York, NY",Hybrid,18-06-25,,Active,,,103500,1.11
EMP00050,Christopher,Torres,Male,35,Single,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00714,"New York, NY",Onsite,10-02-25,13-04-26,Terminated,Involuntary,Role Elimination / Restructuring,128000,1.17
EMP00051,Sofia,Bernard,Female,29,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP01512,"San Francisco, CA",Hybrid,21-12-22,30-06-26,Terminated,Voluntary,Relocation,116500,3.52
EMP00052,Sofia,Diallo,Female,30,Married,Bachelor's Degree,Engineering,Engineering Manager,Manager,EMP00279,"Chicago, IL",Hybrid,04-10-23,,Active,,,200000,2.81
EMP00053,Femi,Levi,Male,31,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00545,"Chicago, IL",Onsite,12-12-22,30-07-23,Terminated,Voluntary,Work-Life Balance,90500,0.63
EMP00054,Thomas,Flores,Male,25,Married,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01644,"Austin, TX",Hybrid,27-09-25,,Active,,,84000,0.83
EMP00055,Ashley,Garcia,Female,26,Single,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00411,Remote,Remote,08-10-24,28-04-26,Terminated,Voluntary,Compensation,99000,1.55
EMP00056,Benjamin,Lewis,Male,22,Single,Bachelor's Degree,Product,Product Manager,Mid-Level,EMP00870,"Denver, CO",Hybrid,02-05-25,18-04-26,Terminated,Voluntary,Relocation,97500,0.96
EMP00057,Divya,Patel,Female,32,Married,Master's Degree,Customer Success, Senior CSM ,Senior,EMP00115,"San Francisco, CA",Hybrid,22-05-26,,Active,,,118000,0.18
EMP00058,Omar,Silva,Male,29,Single,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP00268,"San Francisco, CA",Hybrid,13-07-24,17-07-24,Terminated,Voluntary,Career Growth,143000,0.01
EMP00059,Elizabeth,Davis,Female,33,Single,Associate's Degree,Finance,Senior Financial Analyst,Senior,EMP00516,"Austin, TX",Hybrid,21-02-25,,Active,,,131500,1.43
EMP00060,Diego,Smith,Male,33,Divorced,Bachelor's Degree,Finance,Finance Manager,Manager,EMP01710,"New York, NY",Hybrid,16-01-26,,Active,,,159500,0.53
EMP00061,Daniel,Clark,Male,32,Married,Bachelor's Degree,Design, Design Manager ,Manager,EMP00127,"Austin, TX",Hybrid,28-06-24,03-12-25,Terminated,Involuntary,Policy Violation,158500,1.43
EMP00062,Kwame,Hill,Male,32,Single,Bachelor's Degree,Marketing,Marketing Manager,Manager,EMP00072,"New York, NY",Hybrid,02-06-23,25-11-24,Terminated,Voluntary,Work-Life Balance,143000,1.48
EMP00063,Megan,Ramirez,Female,26,Single,High School,Customer Success,Support Associate,Entry-Level,EMP01250,"Austin, TX",Onsite,11-09-24,15-05-25,Terminated,Voluntary,Career Growth,65000,0.67
EMP00064,Emma,Moore,Female,27,Single,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP01365,"Chicago, IL",Hybrid,10-02-24,23-02-24,Terminated,Voluntary,Career Growth,169000,0.04
EMP00065,Olivia,Allen,Female,23,Married,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00206,Remote,Remote,15-06-26,,Active,,,73500,0.12
EMP00066,Jose,Nguyen,Male,22,Married,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00623,"Denver, CO",Hybrid,17-03-26,,Active,,,75000,0.36
EMP00067,Chioma,Adams,Female,32,Married,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP01501,"Chicago, IL",Onsite,08-09-25,,Active,,,113500,0.88
EMP00068,Brian,Thomas,Male,21,Single,Master's Degree,Finance,Financial Analyst II,Mid-Level,EMP01487,Remote,Remote,18-04-26,,Active,,,83000,0.28
EMP00069,Alexander,Smith,Male,25,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP00927,"Chicago, IL",Hybrid,23-02-26,,Active,,,54000,0.42
EMP00070,Robert,Kone,Male,32,Divorced,Bachelor's Degree,Marketing,Marketing Coordinator,Entry-Level,EMP01582,"San Francisco, CA",Hybrid,09-04-24,,Active,,,73000,2.3
EMP00071,Ashley,Kumar,Female,30,Divorced,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP00204,"New York, NY",Hybrid,25-05-26,,Active,,,69500,0.18
EMP00072,Ethan,Thompson,Male,35,Married,Bachelor's Degree,Marketing,Senior Marketing Manager,Senior Manager,EMP00849,Remote,Remote,08-06-25,16-06-25,Terminated,Voluntary,Return to School,198000,0.02
EMP00073,Justin,Taylor,Male,26,Single,Master's Degree,Customer Success,Support Associate,Entry-Level,EMP00752,"Austin, TX",Hybrid,27-02-26,,Active,,,58500,0.41
EMP00074,Natalie,Carter,Female,25,Married,PhD,Product,Associate Product Manager,Entry-Level,EMP01260,"San Francisco, CA",Onsite,14-05-26,,Active,,,67500,0.21
EMP00075,Megan,Rossi,Female,33,Divorced,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00381,"Denver, CO",Hybrid,28-10-24,09-11-24,Terminated,Voluntary,Return to School,95000,0.03
EMP00076,Daniel,Robinson,Male,21,Married,PhD,Marketing,Marketing Specialist,Mid-Level,EMP00629,"Chicago, IL",Hybrid,26-11-23,08-08-25,Terminated,Involuntary,Role Elimination / Restructuring,95500,1.7
EMP00077,Justin,Abara,Male,43,Married,Master's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP01428,Remote,Remote,25-06-24,,Active,,,222000,2.09
EMP00078,Christopher,Schmidt,Male,23,Single,PhD,Marketing,Marketing Coordinator,Entry-Level,EMP01248,"San Francisco, CA",Onsite,18-02-25,17-11-25,Terminated,Voluntary,Return to School,62000,0.74
EMP00079,Diego,Rivera,Male,23,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP01185,"Austin, TX",Hybrid,22-03-26,,Active,,,91500,0.35
EMP00080,Lauren,Martinez,Female,26,Single,Bachelor's Degree,Sales,Senior Account Executive,Senior,EMP01182,Remote,Remote,20-04-26,,Active,,,146000,0.27
EMP00081,Raj,Patel,Male,35,Divorced,Master's Degree,Marketing,Director of Marketing,Director,EMP00148,"Austin, TX",Hybrid,20-09-22,03-02-24,Terminated,Involuntary,Budget Reduction,198500,1.37
EMP00082,Emma,Garcia,Female,27,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP01330,"Austin, TX",Hybrid,21-05-25,02-07-25,Terminated,Involuntary,Policy Violation,134500,0.11
EMP00083,Carmen,Kumar,Female,30,Married,Bachelor's Degree,Engineering,Engineering Manager,Manager,EMP00440,"New York, NY",Onsite,12-02-25,06-03-26,Terminated,Voluntary,Personal Reasons,152500,1.06
EMP00084,Ryan,Williams,Male,25,Single,Bachelor's Degree,Design,Junior Product Designer,Entry-Level,EMP00498,Remote,Remote,19-05-24,19-03-26,Terminated,Voluntary,Work-Life Balance,81500,1.83
EMP00085,Carmen,Ahmed,Female,29,Divorced,Bachelor's Degree,People,HR Generalist,Mid-Level,EMP00525,Remote,Remote,14-12-23,,Active,,,85000,2.62
EMP00086,Miguel,Martinez,Male,26,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00512,Remote,Remote,17-11-24,,Active,,,103500,1.69
EMP00087,Jason,Green,Male,42,Single,Master's Degree,People,People Team Lead,Manager,EMP00174,"Austin, TX",Hybrid,24-06-26,,Active,,,155500,0.09
EMP00088,Ethan,Nilsson,Male,22,Divorced,PhD,Engineering,Software Engineer I,Entry-Level,EMP00436,"San Francisco, CA",Hybrid,21-10-24,,Active,,,75500,1.77
EMP00089,Charles,Singh,Male,39,Single,Bachelor's Degree,Executive,Business Operations Director,Director,EMP00921,"San Francisco, CA",Onsite,03-06-25,24-06-26,Terminated,Voluntary,Better Opportunity Elsewhere,342500,1.06
EMP00090,Mason,Nilsson,Male,25,Single,Associate's Degree,Finance,Financial Analyst II,Mid-Level,EMP01603,Remote,Remote,26-11-25,,Active,,,97000,0.67
EMP00091,Lucas,Kim,Male,27,Single,PhD,Sales,Sales Development Rep,Entry-Level,EMP00011,"New York, NY",Hybrid,30-12-24,,Active,,,84000,1.57
EMP00092,Ava,Wang,Female,27,Divorced,High School,Sales,Sales Development Rep,Entry-Level,EMP01165,"Austin, TX",Onsite,23-07-26,,Active,,,82500,0.01
EMP00093,Sarah,Nguyen,Female,43,Divorced,Bachelor's Degree,Sales, Director of Sales ,Director,EMP01646,"Chicago, IL",Hybrid,07-07-26,,Active,,,218000,0.06
EMP00094,Leilani,Anderson,Female,26,Single,Master's Degree,Sales, Account Executive ,Mid-Level,,"New York, NY",Onsite,17-07-24,,Active,,,89000,2.03
EMP00095,Liam,Kim,Male,24,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00328,"Denver, CO",Onsite,12-05-25,,Active,,,180000,1.21
EMP00096,Laura,Williams,Female,28,Married,Master's Degree,Engineering,Senior Software Engineer,Senior,EMP00638,Remote,Remote,09-09-24,02-11-24,Terminated,Voluntary,Better Opportunity Elsewhere,160500,0.15
EMP00097,Ngozi,Adams,Female,33,Married,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP01133,"San Francisco, CA",Hybrid,15-08-24,29-06-26,Terminated,Voluntary,Better Opportunity Elsewhere,106000,1.87
EMP00098,Grace,Perez,Female,29,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01049,"San Francisco, CA",Onsite,18-01-23,,Active,,,89500,3.52
EMP00099,Angela,Souza,Female,25,Married,High School,Engineering,Software Engineer I,Entry-Level,EMP00776,"San Francisco, CA",Onsite,21-08-25,18-02-26,Terminated,Involuntary,Budget Reduction,81500,0.5
EMP00100,Laura,Ahmed,Female,25,Married,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01716,"San Francisco, CA",Hybrid,13-05-25,,Active,,,85500,1.21
EMP00101,Raj,Campbell,Male,44,Single,High School,Executive,Chief of Staff,VP,EMP01180,"Austin, TX",Hybrid,30-03-23,15-04-23,Terminated,Voluntary,Better Opportunity Elsewhere,442000,0.04
EMP00102,Lucia,Lopez,Female,25,Single,Bachelor's Degree,Design,Product Designer,Mid-Level,EMP00639,"Chicago, IL",Hybrid,21-08-24,26-12-24,Terminated,Voluntary,Better Opportunity Elsewhere,84500,0.35
EMP00103,Charles,Kumar,Male,,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP00304,"San Francisco, CA",Onsite,30-05-26,,Active,,,78000,0.16
EMP00104,Avery,Wilson,Non-binary,26,Single,Bachelor's Degree,Design,Senior Product Designer,Senior,EMP01574,Remote,Remote,08-06-24,02-02-26,Terminated,Voluntary,Work-Life Balance,164500,1.65
EMP00105,Justin,Young,Male,42,Divorced,Associate's Degree,Marketing,Senior Marketing Manager,Senior Manager,EMP00143,"San Francisco, CA",Onsite,14-01-24,,Active,,,191500,2.54
EMP00106,Lucas,Kumar,Male,33,Single,Bachelor's Degree,People,People Team Lead,Manager,EMP00174,"San Francisco, CA",Onsite,08-05-25,,Active,,,167500,1.22
EMP00107,Carlos,Bernard,Male,41,Divorced,Master's Degree,People,People Team Lead,Manager,EMP00174,"San Francisco, CA",Hybrid,14-07-26,,Active,,,143000,0.04
EMP00108,Natalie,Kim,Female,34,Single,Master's Degree,Legal,Senior Counsel,Staff,EMP01465,Remote,Remote,07-06-24,,Active,,,200500,2.14
EMP00109,Adrian,Levi,Male,,Single,Associate's Degree,Engineering,Software Engineer II,Mid-Level,EMP00256,"New York, NY",Hybrid,23-10-25,,Active,,,97000,0.76
EMP00110,John,Hernandez,Male,31,Single,Master's Degree,Marketing,Principal Marketing Specialist,Staff,EMP00129,Remote,Remote,12-01-26,22-01-26,Terminated,Voluntary,Compensation,166500,0.03
EMP00111,Amy,Patel,Female,27,Married,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP01691,Remote,Remote,11-06-24,15-06-26,Terminated,Involuntary,Budget Reduction,66000,2.01
EMP00112,Ashley,Flores,Female,,Married,Associate's Degree,Engineering,Senior Software Engineer,Senior,EMP01322,Remote,Remote,22-12-25,,Active,,,121500,0.6
EMP00113,Carlos,Baker,Male,30,Single,Master's Degree,Finance,Senior Financial Analyst,Senior,EMP01102,Remote,Remote,22-12-24,16-04-25,Terminated,Voluntary,Relocation,123500,0.31
EMP00114,Wei,Lewis,Male,22,Single,High School,Engineering,Software Engineer I,Entry-Level,EMP00051,"Austin, TX",Hybrid,11-09-25,,Active,,,70500,0.88
EMP00115,Lauren,Nelson,Female,40,Married,Master's Degree,Customer Success,Strategic CSM,Staff,,Remote,Remote,25-09-25,03-07-26,Terminated,Voluntary,Better Opportunity Elsewhere,148000,0.77
EMP00116,Sarah,Perez,Female,47,Married,Master's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP00946,Remote,Remote,22-06-25,01-06-26,Terminated,Voluntary,Relocation,196000,0.94
EMP00117,Kimberly,Martinez,Female,33,Married,Bachelor's Degree,Design,Product Designer,Mid-Level,EMP00270,Remote,Remote,28-08-23,,Active,,,103000,2.92
EMP00118,Chioma,Osei,Female,35,Single,Bachelor's Degree,Customer Success,CS Team Lead,Manager,EMP00524,"Austin, TX",Onsite,29-03-26,,Active,,,142000,0.33
EMP00119,Alexander,Anderson,Male,22,Married,Master's Degree,Sales,Sales Development Rep,Entry-Level,EMP00617,"Denver, CO",Hybrid,13-10-24,,Active,,,79000,1.79
EMP00120,Maria,Levi,Female,26,Married,Master's Degree,Design,Senior Product Designer,Senior,EMP01183,"Austin, TX",Onsite,18-04-24,,Active,,,162000,2.28
EMP00121,Kimberly,Osei,Female,34,Divorced,Bachelor's Degree,Product,Product Manager,Mid-Level,EMP00452,"San Francisco, CA",Onsite,02-02-23,11-05-23,Terminated,Voluntary,Compensation,84500,0.27
EMP00122,Noah,Harris,Male,34,Married,Bachelor's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00446,Remote,Remote,29-08-25,,Active,,,108000,0.91
EMP00123,Amit,Hall,Male,42,Single,Bachelor's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP00218,Remote,Remote,21-10-25,,Active,,,198000,0.77
EMP00124,Mei,Hall,Female,34,Single,Master's Degree,Design,Design Manager,Manager,EMP00127,"Denver, CO",Hybrid,15-10-22,11-07-25,Terminated,Voluntary,Personal Reasons,167500,2.74
EMP00125,Ava,Jackson,Female,24,Married,Master's Degree,People,Principal People Partner,Staff,EMP00640,Remote,Remote,20-05-25,,Active,,,177500,1.19
EMP00126,Raj,Walker,Male,21,Married,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01216,"Austin, TX",Onsite,27-06-24,06-11-24,Terminated,Voluntary,Compensation,95500,0.36
EMP00127,Rebecca,Wilson,Female,38,Divorced,Bachelor's Degree,Design,Senior Design Manager,Senior Manager,EMP01427,"Austin, TX",Onsite,18-10-25,,Active,,,162500,0.77
EMP00128,Rachel,Jackson,Female,22,Married,High School,Customer Success,Support Associate,Entry-Level,EMP00499,"Denver, CO",Hybrid,15-03-24,,Active,,,76000,2.37
EMP00129,Andrew,Allen,Male,32,Married,Master's Degree,Marketing,Marketing Manager,Manager,EMP00569,"New York, NY",Onsite,19-11-25,28-02-26,Terminated,Voluntary,Personal Reasons,159500,0.28
EMP00130,Angela,Sanchez,Female,28,Single,High School,People,HR Generalist,Mid-Level,EMP00657,Remote,Remote,23-01-25,,Active,,,88000,1.51
EMP00131,Chloe,Thompson,Female,29,Single,High School,Sales,Sales Development Rep,Entry-Level,EMP01554,"San Francisco, CA",Hybrid,24-06-26,,Active,,,71500,0.09
EMP00132,Zainab,Santos,Female,26,Single,High School,Engineering,Senior Software Engineer,Senior,EMP01508,"New York, NY",Onsite,12-01-24,16-09-25,Terminated,Voluntary,Career Growth,159000,1.68
EMP00133,Omar,Martin,Male,21,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00575,"New York, NY",Onsite,13-11-24,,Active,,,131500,1.7
EMP00134,Thomas,Martinez,Male,24,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01051,"San Francisco, CA",Hybrid,22-11-23,01-03-24,Terminated,Voluntary,Compensation,99000,0.27
EMP00135,Samuel,Thompson,Male,22,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01253,Remote,Remote,11-06-26,,Active,,,97000,0.13
EMP00136,Aaliyah,Kone,Female,27,Single,PhD,Engineering,Software Engineer I,Entry-Level,EMP00299,"New York, NY",Hybrid,05-04-26,05-04-26,Terminated,Voluntary,Work-Life Balance,77500,0
EMP00137,Priya,Ali,Female,24,Single,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP01433,"New York, NY",Hybrid,29-07-24,17-11-25,Terminated,Involuntary,Policy Violation,69000,1.3
EMP00138,Aaliyah,Andersson,Female,32,Single,Bachelor's Degree,Product,Associate Product Manager,Entry-Level,EMP01560,Remote,Remote,01-10-25,,Active,,,74500,0.82
EMP00139,Mei,Dubois,Female,30,Single,PhD,Engineering,Software Engineer II,Mid-Level,EMP01476,"San Francisco, CA",Hybrid,24-03-26,,Active,,,103000,0.34
EMP00140,Jose,Khan,Male,32,Married,Bachelor's Degree,People,HR Coordinator,Entry-Level,EMP01276,Remote,Remote,03-07-25,,Active,,,62000,1.07
EMP00141,Morgan,Andersson,Non-binary,23,Single,Bachelor's Degree,Sales, Senior Account Executive ,Senior,EMP00926,"Austin, TX",Hybrid,22-06-25,28-08-25,Terminated,Voluntary,Better Opportunity Elsewhere,151500,0.18
EMP00142,Andrew,Souza,Male,21,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00244,"Austin, TX",Onsite,19-06-24,,Active,,,113000,2.11
EMP00143,Layla,Adams,Female,42,Married,Master's Degree,Marketing,Director of Marketing,Director,EMP00939,Remote,Remote,23-08-23,,Active,,,189500,2.93
EMP00144,Amit,Green,Male,36,Divorced,Bachelor's Degree,Engineering,Engineering Manager,Manager,EMP00123,Remote,Remote,29-05-26,,Active,,,183000,0.16
EMP00145,Melissa,Martin,Female,26,Single,Master's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01537,"New York, NY",Hybrid,30-05-26,02-06-26,Terminated,Involuntary,Policy Violation,75500,0.01
